Question,Answer,BookTitle,TopicInsights
How has the fashion of hair and the cut of beards been affected by political and religious decrees throughout history?,"The famous declaration of St. Paul, 'that long hair was a shame unto a man', has served as a pretext for numerous unusual edicts from both secular and ecclesiastical authorities regarding the style of hair and length of beards.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the length of hair and beards symbolize social status in Europe during certain time periods?,"Long hair and curled hair were once the exclusive privilege of royalty in Europe, according to Gregory of Tours. The nobility followed suit by wearing their hair and beards of an enormous length as a sign of equality with kings in power. This fashion lasted for centuries until Louis the Debonnaire's time when his successors wore their hair short as a mark of distinction. Serfs also defied regulation and grew their locks and beards without limit.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"How did the clergy and Church react to the fashion of long hair during the eleventh century, and what actions were taken against those who wore it?","The clergy and Church strongly disapproved of the fashion of long hair during the eleventh century, as it was perceived as immoral, criminal, and beastly. The Pope decreed that individuals with long hair should be excommunicated while living and not prayed for when dead. St. Wulstan, Bishop of Worcester, was particularly indignant about this practice and carried a small knife in his pocket to cut off the excess hair of those who wore it during religious ceremonies. Despite these measures, the fashion persisted as men preferred to risk damnation rather than part with their long locks.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What event led to a change in the popularity of long hair among the courtiers?,"A knight of the court had a dream where the devil choked him with his own hair, causing him to discover a large quantity of hair in his mouth. This incident led to a decline in the popularity of long hair among the courtiers.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"Why did Louis VII's queen, Eleanor of Guienne, resent his new appearance and how did it lead to their divorce?","Eleanor of Guienne resented Louis VII's new appearance because he cropped himself as closely as a monk in terms of head-dress and asceticism. She continually reproached him for imitating the habits of monks, and this caused a coldness to arise between them. The queen eventually proved unfaithful to her shaven and indifferent lord, resulting in their divorce, and Louis VII lost the rich provinces of Guienne and Poitou, which were Eleanor's dowry.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the loss of beards in Spain and France impact societal values during specific historical periods?,"During the time of Emperor Charles V's ascension to the throne of Spain, the loss of beards among the courtiers was seen with sorrow and alarm as people believed that every manly virtue would be banished with the beard. This led to a common saying, 'Desde que no hay barba, no hay mas alma.' Similarly, in France after the death of Henry IV, the loss of beards among his successor's generation was seen as a symbol of the loss of wit, wisdom, and virtue. During this time, men's hair became the symbol of their creed both in politics and religion, with more abundant hair representing less faith and bald heads indicating greater sincerity.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What was the reason behind Peter the Great's decision to banish beards in Russia in 1705?,"Peter the Great resolved that Russians should be shaven because fashion had condemned the beard in every other country in Europe, and with a voice more potent than popes or emperors, had banished it from civilised society. He did not know or consider the danger of the innovation; he only listened to the promptings of his own indomitable will.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How have modern European rulers approached fashion since the day beards were taxed?,"Modern European rulers have endeavoured to persuade rather than force people in matters pertaining to fashion, unlike the practice of taxing beards. Religion has not meddled with this, but politics already influence it considerably. After a revolution, there was a sudden trend of growing moustaches among shopkeepers in Paris and Brussels. During a temporary Dutch soldiers' triumph over the citizens of Louvain, patriots shaved their faces clean immediately. The wits of the Dutch army asserted that they had gathered enough moustaches from the denuded lips of Belgians to stuff mattresses for all sick and wounded in their hospital. However, a recent ordonnance signed by the king of Bavaria in August 1838 forbids civilians from wearing moustaches on any pretence whatever and commands authorities to arrest and shave offending parties.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How does the author's analysis of the king of Bavaria's decision to ban moustaches challenge traditional ideas of reason and rationality in leadership?,"The author's critique of the king of Bavaria's decision to ban moustaches challenges traditional ideas of reason and rationality in leadership by highlighting the irrationality and impracticality of such a decree. The author suggests that this licence, which appears neither poetical nor reasonable, is not only unreasonable but also degrading for the people. The author implies that a true leader should prioritize reason, rationality, and practicality in decision-making rather than indulge in whimsical and frivolous acts that demean their subjects.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"What were some popular superstitions and beliefs during the time period covered in this text, specifically related to witches, poisonings, and haunted houses?","During this time period (likely medieval and early modern Europe), there were widespread beliefs in witchcraft, including notions of inferior demons that could take on both male and female forms, preferring the night between Friday and Saturday, and the devil taking the shape of a goat. These beliefs led to accusations and executions of witches in many European countries, with popular cases such as Joan of Arc and the Witches of Warbois being notable examples. Poisoning was also seen as a common form of murder, particularly in Italy where poisoners like La Tophania were known for their deadly concoctions. Haunted houses were also a popular superstition, with reported ghostly activity in places such as Aix-la-Chapelle, Tours, and Woodstock, among others.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How does the list of engravings in Volume II relate to the Crusades?,"The list of engravings in Volume II depicts various scenes related to the Crusades, including Pope Urban preaching the first Crusade, views in the Harz Mountains, Crusaders' weapons from the eleventh century, Peter the Hermit preaching, Cathedral at Clermont, Nicée in Asia Minor, Godfrey of Bouillon, Siege of Antioch, The Holy Lance, Shrine of the Nativity in Bethlehem, Pilgrims' first sight of Jerusalem, Siege of Jerusalem, Jerusalem as depicted by Gerhardt von Breydenbach, Bible of Baldwin's Queen, Cathedral of Vezelai, and a Pilgrim's Staff. This suggests that Volume II may focus on the history or experiences of the Crusades.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"What are some notable historical figures and landmarks depicted in the provided text material, and how can they be further explored and studied?","The provided text material includes depictions of several notable historical figures and landmarks, such as Frederick Barbarossa, Henry II, Philip Augustus, Richard I, Bethlehem, Constantinople, Joan of Arc, Philip IV of France, Bishop Jewell, John Knox, Pietro d'Apone, Mathew Hopkins, Sir G. Mackenzie, Thomas Brown, Lyons, Bamberg, Palais de Justice in Rouen, Louis XIV, Würzburg, Lady Hatton's House, Floating a Witch, Place de Grève in Paris, Sir T. Overbury, George Villiers, Duke of Buckingham, Lord Chief-Justice Coke, Earl and Countess of Somerset, The Bastille, and the Palace of Woodstock in 1714. These historical figures and landmarks can be further explored and studied through various resources such as historical texts, biographies, maps, architectural plans, primary sources like letters, diaries, and official documents, and expert analysis from historians and archaeologists. Some of the notable resources for studying these figures and places include Venetian History, Stothard's Monumental Effigies, Willemin's Monumens Français inédits, Laborde's Voyage en Orient, Coney's Cathedrals et Hotels de Ville, Sommerard's Arts du Moyen Age, Prout's Views in France and Germany, Legard et Testard's Views of Public Edifices in Paris, Wilkinson's Londina Illustrata, and prints from the Royal Library and British Museum collections. Additionally, modern technologies like virtual reality, 3D modeling, and augmented reality can also offer new ways to experience and explore these historical landmarks and figures.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How does history and romance differ in their portrayal of the Crusaders?,"History presents the Crusaders as ignorant and savage men motivated by unmitigated bigotry, with their pathway being one of blood and tears. In contrast, romance idealizes them as pious and heroic figures.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"How did public feeling in Europe change leading up to Peter the Hermit's preaching of the holy war, and what factors contributed to this shift?","To understand thoroughly the state of public feeling in Europe at the time when Peter the Hermit preached the holy war, it will be necessary to go back for many years anterior to that event. The pilgrims of the eighth, ninth, and tenth centuries, who undertook journeys to the Holy Land, were initially converted Jews and Christian devotees with vivid imaginations, drawn by natural curiosity to visit the scenes most interesting in their eyes. However, as the years passed, the reasons for embarking on such a pilgrimage shifted. While the pious formed the majority, there were also idle and roving pilgrims who visited Palestine for fashion or vanity. These numbers increased until they became known as 'armies of the Lord,' filled with enthusiasm and willing to face the dangers and difficulties of the way. This shift can be attributed to the growing popularity of the belief that such a pilgrimage would rub off the long score of sins, however atrocious. As a result, by the time Peter the Hermit preached the holy war, there was already a significant groundswell of public feeling in favor of religious crusades.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the Fatemite caliphs affect pilgrimage to Palestine and what was the serious hardship they imposed?,"The Fatemite caliphs, who were more distressed for money or more unscrupulous in obtaining it than their predecessors of the house of Abbas, imposed a tax of one bezant for each pilgrim that entered Jerusalem. This was a serious hardship upon the poorer sort, who arrived at the bourne of all their hopes without a coin and were compelled to remain at the gate of the holy city until some rich devotee arriving with his train paid the tax and let them in.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the belief in the end of the world lead to increased hardships for pilgrims during this time period?,"The belief in the end of the world led to increased hardships for pilgrims during this time period because it caused a panic terror that seized upon the weak, credulous, and guilty, who forsook their homes, kindred, and occupation to crowd to Jerusalem to await the coming of the Lord. This mass migration filled the roads with droves of pilgrims, making the journey more difficult and increasing the number of beggars along the highways between Europe and Constantinople, which in turn made it harder for other travelers to obtain assistance from monks, the great almsgivers.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the arrival of pilgrims in Jerusalem during the eleventh century affect the Turks who had obtained possession of the Holy Land?,"The arrival of a immense number of pilgrims in Jerusalem during the eleventh century annoyed and apprehensive the harsh Turks, who looked upon them with contempt and aversion. They perceived that the swarms of pilgrims waiting to leave would eventually drive them from the soil, and they heaped up difficulties in their way, including persecution of every kind, plundering, beating with stripes, and keeping them in suspense for months at the gates of Jerusalem, unable to pay the golden bezant that was to procure admission.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"How does the author describe Peter the Hermit, and what qualities make him a suitable figure for his time?","The author describes Peter the Hermit as enthusiastic, chivalrous, bigoted, and not far removed from insanity, but also acutely perceptive in understanding the age. His success is attributed to these characteristics being perfectly suited to the time he lived in, making him an exact reflection of his era without being behind or ahead of it.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did religion and fear influence the masses and nobility during the Crusades?,"Religion inspired enthusiasm in the masses during the Crusades as they were taught equality in the sight of heaven by the clergy, while their friends, guides, and instructors preached a war that aligned with their prejudices and modes of thinking. Fear guided the nobility towards the Holy Land as most of them had sins to answer for and lived with their hand against every man. The nobility set at defiance the secular power of the clergy but quailed at the awful denunciations of the pulpit regarding the life to come. War was the business and delight of their existence, and they were promised remission of all their sins upon the easy condition of following their favorite bent.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did different classes of society in Europe become incited to join or encourage the Crusades?,"Kings and princes were encouraged by policy, nobles by turbulence and love of dominion, and the people by religious zeal and concentrated enthusiasm for two centuries, skillfully directed by their only instructors.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"Who was the Pope during the time of Peter the Hermit's visit, and what challenges did he face in his position?",The Pope during the time of Peter the Hermit's visit was Urban II. He faced challenges such as disputes with the Emperor Henry IV of Germany and an enemy in Philip I of France due to his opposition to their adulterous connection.,Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the Pope inspire the people of Gaul to join the Crusade?,"The Pope inspired the fierce and powerful nobility and chivalrous population of Gaul to join the Crusade by crossing the Alps and placing himself in the power of his foe, King Philip of France, despite some imagining it was mere policy and others claiming it was blind zeal.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the Pope's bold step in passing a sentence of excommunication upon King Philip for adultery and disobedience to the Church affect the people's perception of the Church?,"The Pope's bold step in passing a sentence of excommunication upon King Philip for adultery and disobedience to the Church impressed the people with reverence for so stern a Church, which in the discharge of its duty showed itself no respecter of persons. Their love and their fear were alike increased, and they were prepared to listen with more intense devotion to the preaching of so righteous and inflexible a pastor.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What was the main message conveyed by Pope Urban II in his speech to the crowd?,"Pope Urban II called upon the audience, who were mainly knights and faithful people, to avenge the sufferings of their fellow Christians in the Holy Land by wiping out impurities from the face of the earth, lifting oppressed Christians from depths into which they have been trampled, and taking up arms against the infidel as a fulfillment of Christ's commandments to love him more than parents or siblings.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the news of Urban II's council spread rapidly throughout Europe?,"The news of Urban II's council spread rapidly throughout Europe in an incredibly short space of time due to its significance and urgency. The enthusiastic shouts of 'God will it! God will it!' from the crowd attending the council were quickly reported and spread like wildfire through word-of-mouth, letters, and messengers. The importance and impact of Urban II's call for a holy war against the Muslim Turks, who had invaded Christian lands, was immediately recognized as a critical matter that required immediate action. As a result, news of this historic event traveled quickly across Europe through various means, reaching even the most remote areas in an astonishingly swift manner.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What factors contributed to the mass enrollment in the Crusade after the Council of Clermont?,"The enthusiasm, fanaticism, and promises of eternal rewards by clergy, as well as the papal edict that freed debtors from claims and placed their property under Church protection, led to the mass enrollment in the Crusade after the Council of Clermont. Signs and portents in the air also added to the fervour of the multitude.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What was the effect of the Crusaders' enthusiasm on women during the popular madness?,"The enthusiasm of women during the popular madness encouraged their lovers and husbands to forsake all things for the holy war. Some burned the sign of the cross upon their breasts and arms, and coloured the wound with a red dye as a lasting memorial of their zeal. Others impressed the mark by the same means upon the tender limbs of young children and infants at the breast.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"How did the enthusiasm for the Crusade spread among people, and what were their reactions to selling their property at low prices?","According to Guibert de Nogent, the enthusiasm for the Crusade was so contagious that when people heard of the Pope's orders, they immediately urged their neighbors and friends to join them. Counts Palatine were eager to undertake the journey, and even poor people caught the flame without thinking of the inadequacy of their means or the loss they would suffer by selling their property at low prices. Those who had not yet decided joked and laughed at those disposing of their goods, predicting a miserable and worse return. However, they held this opinion lightly.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the 'Truce of God' attempt to promote peace among the feudal chiefs in the eleventh century?,"The 'Truce of God' was a peace initiative promulgated by the clergy in the eleventh century with the intention of promoting universal good-will and reducing violence among the people and feudal chiefs. It required all who conformed to it to bind themselves by oath not to take revenge for any injury, not to enjoy the fruits of property usurped from others, nor to use deadly weapons; in return, they would receive remission of all their sins. However, this 'Peace' led to nothing but perjury, and violence continued to reign as uncontrolled as before. In 1041, another attempt was made with the 'Truce of God,' which required peacefulness for five days a week, from Wednesday evening until Monday morning. This was later shortened to two days due to its impracticality.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the religious fervor of the crusaders impact their daily lives and actions before setting off on the expedition?,"The religious fervor of the crusaders caused minor passions to disappear before the grand passion of crusading. Feudal chiefs ceased oppressing, robbers stopped plundering, and people halted complaining. The meadows of France were covered with tents as vassals erected them around their lord's castle or constructed booths and huts in the neighbourhood of towns and villages before joining popular leaders of the expedition. The courtesan with a red cross on her shoulders engaged in shameless trades, lovers of good cheer gave loose rein to their appetites, and drunkenness and debauchery flourished without scruple on either side because they believed that their zeal in the service of the Lord would wipe out all faults and follies and grant them the same surety of salvation as rigid anchorites.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"How did the Hungarian people react to the passing of the Crusaders led by Walter the Pennyless, and what were the consequences for both parties?","The Hungarian people initially received the passing Crusaders with kindness but grew resentful when they craved for luxuries and attacked the country people. The outraged Hungarians collected in large numbers and attacked the rear of the Crusaders, killing many stragglers and taking away their arms and crosses as trophies. This harassment continued until the Crusaders were fairly out of Hungarian territory.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the army of Walter the Pennyless fare during their journey to Constantinople?,"The army of Walter the Pennyless faced resistance from cities, towns, and villages who denied them provisions during their journey to Constantinople. This caused famine within the army which significantly reduced its original number.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"What incident occurred during Peter's retreat towards the Morava, and what were the consequences for his army?","During Peter's retreat towards the Morava, a party of indignant Bulgarians harassed him, causing great numbers of his infatuated followers to perish in the waters and many to fall under the swords of the Bulgarians. The ancient chronicles do not mention the exact amount of Peter's loss at this passage, but it is represented in general terms as very great.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the Hermit react after the devastating defeat in the battle? Was his zeal for the cause still evident or was he overcome by sorrow?,"It is curious to know whether, after such a dire reverse, 'His enpierced breast/Sharp sorrow did in thousand pieces rive,' or whether his fiery zeal still rose superior to calamity and pictured the eventual triumph of his cause. Although he, so lately the leader of a hundred thousand men, was now a solitary skulker in the forests, liable at every instant to be discovered by some pursuing Bulgarian and cut off in mid career, chance at last brought him within sight of an eminence, where two or three of his bravest knights had collected five hundred of the stragglers. These gladly received the Hermit, and a consultation having taken place, it was resolved to gather together the scattered remnants of the army. Fires were lighted on the hill, and scouts sent out in all directions for the fugitives. Horns were sounded at intervals, to make known that friends were near, and before nightfall the Hermit saw himself at the head of seven thousand men. During the succeeding day, he was joined by twenty thousand more, and with this miserable remnant of his force, he pursued his route towards Constantinople.'",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"What events led to Emperor Alexius' aversion towards the Crusaders, and how did this affect his actions later on?","The Crusaders set fire to several public buildings in Constantinople out of pure mischief, stripped the lead from the roofs of churches, and sold it for old metal in the purlieus of the city. These excesses led Emperor Alexius to entertain an aversion towards the Crusaders, which was manifested in all his actions, even when dealing with more honourable armies that arrived after the Hermit.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What was the fate of Walter the Pennyless and his army during their attempt to march against the Turks?,"During their attempt to march against the Turks, Walter the Pennyless and his army encountered the enemy near Nice (modern Isnik) and were intercepted. A fierce battle ensued in which the Turks made fearful havoc; out of twenty-five thousand Christians, twenty-two thousand were slain, including Gautier himself, who fell pierced by seven mortal wounds. The remaining three thousand retreated upon Civitot and entrenched themselves.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"How did the emperor Alexius react to the arrival of Crusaders in Constantinople, and what actions did he take?","The emperor Alexius was initially hesitant to retain the Crusaders in his capital due to their previous excesses. When they arrived in Constantinople after being saved from destruction by a force sent by the emperor, Alexius caused them all to be disarmed and furnished each with a sum of money before sending them back to their own country.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the Crusaders justify their actions against Jews and what atrocities did they commit against them?,"The Crusaders, who wore the symbol of the Crusade upon their shoulders, justified their actions against Jews by inveighing against their folly for leaving so many Jews behind while proceeding to the Holy Land to destroy Turks. They swore fierce vengeance against this unhappy race and murdered all the Hebrews they could lay their hands on, first subjecting them to the most horrible mutilation. These atrocities were not exceeded by their superstition, as according to testimony, they lived among each other in the most shameless profligacy. In Germany alone, they slaughtered more than a thousand Jews, despite the efforts of the clergy to save them. So dreadful was the cruelty of their tormentors that great numbers of Jews committed suicide to avoid falling into their hands.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the leaders of Europe's chivalry differ from their predecessors in the Crusades?,"The leaders of Europe's chivalry differed from their predecessors in the Crusades in that they were not entirely motivated by religious fervor, but also had worldly views and were tempered by caution. They allowed themselves to be carried along with the public will rather than stemming it, as they saw where it led and hoped it would lead them to a haven of aggrandizement.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What was the reason behind Emperor Alexius' sudden and imprudent decision to arrest Count of Vermandois during his arrival at Durazzo?,"The reasons for Emperor Alexius' sudden and imprudent decision to arrest Count of Vermandois during his arrival at Durazzo are variously interpreted by different authors, but all condemn the emperor's flagrant breach of hospitality.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
Why did the emperor fear the influx of Western warriors into his empire and what could he have done to avoid this danger?,"The emperor feared the influx of Western warriors into his empire because they were hardy and ambitious, which posed a threat to his power. He could have avoided this danger by placing himself at the head of the European movement and directing its energies towards their avowed object, the conquest of the Holy Land. However, instead of being the lord and leader of the Crusades, which he had himself aided in no inconsiderable degree to suscitate by his embassies to the Pope, the emperor became the slave of men who hated and despised him.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"What was Alexius' response to Godfrey's demand for the release of Vermandois, and how did this impact the Crusaders?","Alexius initially refused to release Vermandois in response to Godfrey's demand. This led to the Crusaders laying waste to the country with fire and sword. After learning that Godfrey was not an utterer of idle threats, Alexius eventually consented to the release but became cowardly and taught his enemies a lesson which they remembered to his cost. The Crusaders were forced to consider themselves as enemies of Alexius due to his unjust actions.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"How did the emperor Alexius react to the insolence of his enemies, and what was the result?","The emperor Alexius reacted to the insolence of his enemies by merely resenting with a sneer when Count Robert of Paris seated himself upon the throne. However, this did not induce him to look with less mistrust upon the hordes that were still advancing.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What was the reason for the indignities suffered by Alexius during his reign as emperor?,"Alexius had himself to blame, in a great measure, for the indignities suffered during his reign as emperor.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
How did the Crusaders' residence in Constantinople affect their spirits and enthusiasm during their journey?,"Their residence in Constantinople was productive of no good to the armies of the cross. Bickerings and contentions on the one hand, and the influence of a depraved and luxurious court on the other, destroyed the elasticity of their spirits and cooled the first ardour of their enthusiasm.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"How did the Crusaders and Turks treat their fallen soldiers during the siege of Nice, and what were some examples of extreme violence displayed by both sides?","During the siege of Nice, both the Crusaders and Turks practiced extreme violence towards their fallen soldiers. The Crusaders would cut off the heads of the fallen Muslims and send them in panniers to Constantinople as trophies of their victory. On the other hand, when any unfortunate wretch was killed under the walls, the Turks let down iron hooks from above and drew the body up, which they would then strip, mutilate, and throw back again at the besiegers.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What led to the Crusaders' army being broken into two divisions during their march towards Nice?,"Some historians say accidentally, while others affirm by mutual consent, and for the convenience of capturing Constantinople.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
"What was the outcome of the battle between the Crusaders and the Turks in the valley of Dorylæum, and who ultimately emerged victorious?","The battle resulted in a victory for Godfrey of Bouillon and the Count of Toulouse, who turned the tide of the battle against the overwhelming force of the Turks. Although the Crusaders suffered heavy losses of around four thousand men, including several chiefs of renown, the loss of the Turks was similar in number. The battle taught the Turks to pursue a different mode of warfare, as they were still far from being defeated.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
What actions did the Crusaders take during their siege of Antioch that led to significant consequences?,"During their siege of Antioch, the Crusaders again gave themselves up to luxury and waste, despite having previously suffered from famine. This reckless extravagance contributed to the prolonged duration of the siege, as they were once more caught off guard when the Turks launched a surprise counter-attack. The city's strong position and well-supplied garrison made for a difficult and drawn-out siege, which became one of the most extraordinary incidents of the Crusade.",Memoirs of Extraordinary Popular Delusions,"Understanding Market Psychology, Behavioral Finance, Risk Management, Critical Thinking, Groupthink, Historical Perspectives on Economic Bubbles, Crowd Psychology"
